name,threads,n,duration
openMP-pi,8,16,0.007977
mpi-pi,8,16,0.00653604
mpi-pi++,8,16,0.00655611
cpp11-pi,8,32,0.01409
openMP-pi,8,32,0.014351
mpi-pi,8,32,0.01303487
mpi-pi++,8,32,0.0129472
cpp11-pi,8,64,0.027392
openMP-pi,8,64,0.026448
mpi-pi,8,64,0.02400749
mpi-pi++,8,64,0.0256417
cpp11-pi,8,128,0.052566
openMP-pi,8,128,0.053275
mpi-pi,8,128,0.04777439
mpi-pi++,8,128,0.0510973
cpp11-pi,8,256,0.103351
openMP-pi,8,256,0.104448
mpi-pi,8,256,0.07952831
mpi-pi++,8,256,0.0851498
cpp11-pi,8,512,0.172059
openMP-pi,8,512,0.173475
mpi-pi,8,512,0.15863366
mpi-pi++,8,512,0.170027
cpp11-pi,8,1024,0.341118
openMP-pi,8,1024,0.343182
mpi-pi,8,1024,0.31598080
mpi-pi++,8,1024,0.338561
cpp11-pi,8,2048,0.679918
openMP-pi,8,2048,0.685054
mpi-pi,8,2048,0.63704268
mpi-pi++,8,2048,0.680455
cpp11-pi,8,4096,1.37193
openMP-pi,8,4096,1.38871
mpi-pi,8,4096,1.28704971
mpi-pi++,8,4096,1.37311
cpp11-pi,8,8192,2.77602
openMP-pi,8,8192,2.74008
mpi-pi,8,8192,2.60181177
mpi-pi++,8,8192,2.71466
cpp11-pi,8,16384,5.4223
openMP-pi,8,16384,5.47158
mpi-pi,8,16384,5.08601306
mpi-pi++,8,16384,5.45582
cpp11-pi,8,1,0.001259
openMP-pi,8,1,0.001417
mpi-pi,8,1,0.00080535
mpi-pi++,8,1,0.000545009
cpp11-pi,8,2,0.001923
openMP-pi,8,2,0.001907
mpi-pi,8,2,0.00120192
mpi-pi++,8,2,0.00103011
cpp11-pi,8,4,0.002897
openMP-pi,8,4,0.003537
mpi-pi,8,4,0.00181170
mpi-pi++,8,4,0.00174531
cpp11-pi,8,8,0.005112
openMP-pi,8,8,0.005151
mpi-pi,8,8,0.00437381
mpi-pi++,8,8,0.00483577
cpp11-pi,8,16,0.007878
openMP-pi,8,16,0.007864
mpi-pi,8,16,0.00612836
mpi-pi++,8,16,0.0103617
cpp11-pi,8,32,0.014143
openMP-pi,8,32,0.014045
mpi-pi,8,32,0.01209653
mpi-pi++,8,32,0.012939
cpp11-pi,8,64,0.027038
openMP-pi,8,64,0.027713
mpi-pi,8,64,0.02546770
mpi-pi++,8,64,0.0256383
cpp11-pi,8,128,0.052856
openMP-pi,8,128,0.052654
mpi-pi,8,128,0.04984836
mpi-pi++,8,128,0.0528512
cpp11-pi,8,256,0.104163
openMP-pi,8,256,0.103849
mpi-pi,8,256,0.08777898
mpi-pi++,8,256,0.0852164
cpp11-pi,8,512,0.17225
openMP-pi,8,512,0.173852
mpi-pi,8,512,0.15823863
mpi-pi++,8,512,0.198349
cpp11-pi,8,1024,0.341797
openMP-pi,8,1024,0.343822
mpi-pi,8,1024,0.31533551
mpi-pi++,8,1024,0.339943
cpp11-pi,8,2048,0.680872
openMP-pi,8,2048,0.695986
mpi-pi,8,2048,0.63352744
mpi-pi++,8,2048,0.682182
cpp11-pi,8,4096,1.35954
openMP-pi,8,4096,1.368
mpi-pi,8,4096,1.26506111
mpi-pi++,8,4096,1.36207
cpp11-pi,8,8192,2.71464
openMP-pi,8,8192,2.73486
mpi-pi,8,8192,2.52220333
mpi-pi++,8,8192,2.71559
cpp11-pi,8,16384,5.43122
openMP-pi,8,16384,5.46721
mpi-pi,8,16384,5.04393454
mpi-pi++,8,16384,5.42999
cpp11-pi,8,1,0.001257
openMP-pi,8,1,0.001291
mpi-pi,8,1,0.00082004
mpi-pi++,8,1,0.00069257
cpp11-pi,8,2,0.002125
openMP-pi,8,2,0.001996
mpi-pi,8,2,0.00085014
mpi-pi++,8,2,0.00105691
cpp11-pi,8,4,0.003567
openMP-pi,8,4,0.003044
mpi-pi,8,4,0.00253538
mpi-pi++,8,4,0.00188481
cpp11-pi,8,8,0.005194
openMP-pi,8,8,0.005392
mpi-pi,8,8,0.00445000
mpi-pi++,8,8,0.00462845
cpp11-pi,8,16,0.008115
openMP-pi,8,16,0.008292
mpi-pi,8,16,0.00953973
mpi-pi++,8,16,0.00667172
cpp11-pi,8,32,0.014308
openMP-pi,8,32,0.013968
mpi-pi,8,32,0.01224203
mpi-pi++,8,32,0.0128887
cpp11-pi,8,64,0.026657
openMP-pi,8,64,0.026635
mpi-pi,8,64,0.02397311
mpi-pi++,8,64,0.0296306
cpp11-pi,8,128,0.052048
openMP-pi,8,128,0.051694
mpi-pi,8,128,0.04772542
mpi-pi++,8,128,0.0510688
cpp11-pi,8,256,0.102435
openMP-pi,8,256,0.103649
mpi-pi,8,256,0.09055967
mpi-pi++,8,256,0.0853462
cpp11-pi,8,512,0.172172
openMP-pi,8,512,0.172999
mpi-pi,8,512,0.15806707
mpi-pi++,8,512,0.170299
cpp11-pi,8,1024,0.341505
openMP-pi,8,1024,0.344151
mpi-pi,8,1024,0.31553723
mpi-pi++,8,1024,0.372903
cpp11-pi,8,2048,0.681257
openMP-pi,8,2048,0.685151
mpi-pi,8,2048,0.63076741
mpi-pi++,8,2048,0.678831
cpp11-pi,8,4096,1.35946
openMP-pi,8,4096,1.36798
mpi-pi,8,4096,1.26305506
mpi-pi++,8,4096,1.35822
cpp11-pi,8,8192,2.71556
openMP-pi,8,8192,2.73426
mpi-pi,8,8192,2.52239464
mpi-pi++,8,8192,2.71561
cpp11-pi,8,16384,5.43091
openMP-pi,8,16384,5.46575
mpi-pi,8,16384,5.04273082
mpi-pi++,8,16384,5.43108
cpp11-pi,8,1,0.001114
openMP-pi,8,1,0.001014
mpi-pi,8,1,0.00061378
mpi-pi++,8,1,0.000666663
cpp11-pi,8,2,0.001638
openMP-pi,8,2,0.001383
mpi-pi,8,2,0.00138399
mpi-pi++,8,2,0.00109634
cpp11-pi,8,4,0.003247
openMP-pi,8,4,0.00355
mpi-pi,8,4,0.00290601
mpi-pi++,8,4,0.00170391
cpp11-pi,8,8,0.004718
openMP-pi,8,8,0.004457
mpi-pi,8,8,0.00318831
mpi-pi++,8,8,0.0039126
cpp11-pi,8,16,0.008405
openMP-pi,8,16,0.018425
mpi-pi,8,16,0.00606669
mpi-pi++,8,16,0.00664081
cpp11-pi,8,32,0.014171
openMP-pi,8,32,0.014402
mpi-pi,8,32,0.01469792
mpi-pi++,8,32,0.0129428
cpp11-pi,8,64,0.02687
openMP-pi,8,64,0.027181
mpi-pi,8,64,0.02380167
mpi-pi++,8,64,0.0318832
cpp11-pi,8,128,0.052953
openMP-pi,8,128,0.052621
mpi-pi,8,128,0.04849428
mpi-pi++,8,128,0.0523254
cpp11-pi,8,256,0.104063
openMP-pi,8,256,0.102615
mpi-pi,8,256,0.08410628
mpi-pi++,8,256,0.0880372
cpp11-pi,8,512,0.172201
openMP-pi,8,512,0.173382
mpi-pi,8,512,0.17546656
mpi-pi++,8,512,0.170314
cpp11-pi,8,1024,0.341097
openMP-pi,8,1024,0.34476
mpi-pi,8,1024,0.31612295
mpi-pi++,8,1024,0.339594
cpp11-pi,8,2048,0.681946
openMP-pi,8,2048,0.685497
mpi-pi,8,2048,0.63542552
mpi-pi++,8,2048,0.679555
cpp11-pi,8,4096,1.36193
openMP-pi,8,4096,1.36884
mpi-pi,8,4096,1.28598256
mpi-pi++,8,4096,1.35946
cpp11-pi,8,8192,2.71882
openMP-pi,8,8192,2.73459
mpi-pi,8,8192,2.52373648
mpi-pi++,8,8192,2.72201
cpp11-pi,8,16384,5.42868
openMP-pi,8,16384,5.46089
mpi-pi,8,16384,5.04144799
mpi-pi++,8,16384,5.42615
cpp11-pi,8,1,0.001112
openMP-pi,8,1,0.001086
mpi-pi,8,1,0.00084234
mpi-pi++,8,1,0.000865293
cpp11-pi,8,2,0.002013
openMP-pi,8,2,0.00224
mpi-pi,8,2,0.00128710
mpi-pi++,8,2,0.000987804
cpp11-pi,8,4,0.002612
openMP-pi,8,4,0.003388
mpi-pi,8,4,0.00158863
mpi-pi++,8,4,0.00186117
cpp11-pi,8,8,0.005181
openMP-pi,8,8,0.005131
mpi-pi,8,8,0.00436131
mpi-pi++,8,8,0.00329583
cpp11-pi,8,16,0.007889
openMP-pi,8,16,0.008297
mpi-pi,8,16,0.00621588
mpi-pi++,8,16,0.00648704
cpp11-pi,8,32,0.014561
openMP-pi,8,32,0.013403
mpi-pi,8,32,0.01989911
mpi-pi++,8,32,0.013098
cpp11-pi,8,64,0.027045
openMP-pi,8,64,0.027872
mpi-pi,8,64,0.02416287
mpi-pi++,8,64,0.0260263
cpp11-pi,8,128,0.052211
openMP-pi,8,128,0.051984
mpi-pi,8,128,0.04835061
mpi-pi++,8,128,0.0508644
cpp11-pi,8,256,0.102977
openMP-pi,8,256,0.10434
mpi-pi,8,256,0.09140622
mpi-pi++,8,256,0.110932
cpp11-pi,8,512,0.192965
openMP-pi,8,512,0.173425
mpi-pi,8,512,0.16259185
mpi-pi++,8,512,0.170132
cpp11-pi,8,1024,0.340903
openMP-pi,8,1024,0.346947
mpi-pi,8,1024,0.31753757
mpi-pi++,8,1024,0.359478
cpp11-pi,8,2048,0.681357
openMP-pi,8,2048,0.686427
mpi-pi,8,2048,0.63535198
mpi-pi++,8,2048,0.678922
cpp11-pi,8,4096,1.35978
openMP-pi,8,4096,1.36931
mpi-pi,8,4096,1.26917235
mpi-pi++,8,4096,1.35927
cpp11-pi,8,8192,2.71659
openMP-pi,8,8192,2.7364
mpi-pi,8,8192,2.52610804
mpi-pi++,8,8192,2.71269
cpp11-pi,8,16384,5.42867
openMP-pi,8,16384,5.46656
mpi-pi,8,16384,5.04814127
mpi-pi++,8,16384,5.42632
cpp11-pi,8,1,0.001206
openMP-pi,8,1,0.001301
mpi-pi,8,1,0.00060923
mpi-pi++,8,1,0.000856046
cpp11-pi,8,2,0.001899
openMP-pi,8,2,0.002036
mpi-pi,8,2,0.00101650
mpi-pi++,8,2,0.000967253
cpp11-pi,8,4,0.002375
openMP-pi,8,4,0.002972
mpi-pi,8,4,0.00173994
mpi-pi++,8,4,0.00259342
cpp11-pi,8,8,0.004578
openMP-pi,8,8,0.004413
mpi-pi,8,8,0.00319434
mpi-pi++,8,8,0.00354379
cpp11-pi,8,16,0.008001
openMP-pi,8,16,0.007747
mpi-pi,8,16,0.00618846
mpi-pi++,8,16,0.0111211
cpp11-pi,8,32,0.013878
openMP-pi,8,32,0.013782
mpi-pi,8,32,0.01223990
mpi-pi++,8,32,0.0138784
cpp11-pi,8,64,0.026791
openMP-pi,8,64,0.027328
mpi-pi,8,64,0.02747581
mpi-pi++,8,64,0.0257091
cpp11-pi,8,128,0.052412
openMP-pi,8,128,0.052139
mpi-pi,8,128,0.04792104
mpi-pi++,8,128,0.0510657
cpp11-pi,8,256,0.103169
openMP-pi,8,256,0.103319
mpi-pi,8,256,0.09726199
mpi-pi++,8,256,0.102239
cpp11-pi,8,512,0.195211
openMP-pi,8,512,0.173662
mpi-pi,8,512,0.18548556
mpi-pi++,8,512,0.174385
cpp11-pi,8,1024,0.341515
openMP-pi,8,1024,0.346361
mpi-pi,8,1024,0.31680766
mpi-pi++,8,1024,0.341579
cpp11-pi,8,2048,0.68145
openMP-pi,8,2048,0.686004
mpi-pi,8,2048,0.63200979
mpi-pi++,8,2048,0.702872
cpp11-pi,8,4096,1.36113
openMP-pi,8,4096,1.36985
mpi-pi,8,4096,1.27176644
mpi-pi++,8,4096,1.35841
cpp11-pi,8,8192,2.71699
openMP-pi,8,8192,2.73629
mpi-pi,8,8192,2.52563738
mpi-pi++,8,8192,2.71464
cpp11-pi,8,16384,5.42699
openMP-pi,8,16384,5.46628
mpi-pi,8,16384,5.04781916
mpi-pi++,8,16384,5.42671
cpp11-pi,8,1,0.001159
openMP-pi,8,1,0.001216
mpi-pi,8,1,0.00104473
mpi-pi++,8,1,0.000829608
cpp11-pi,8,2,0.001997
openMP-pi,8,2,0.001823
mpi-pi,8,2,0.00162367
mpi-pi++,8,2,0.00160966
cpp11-pi,8,4,0.002975
openMP-pi,8,4,0.003121
mpi-pi,8,4,0.00297596
mpi-pi++,8,4,0.00182108
cpp11-pi,8,8,0.00451
openMP-pi,8,8,0.004598
mpi-pi,8,8,0.00325699
mpi-pi++,8,8,0.00515653
cpp11-pi,8,16,0.008114
openMP-pi,8,16,0.007752
mpi-pi,8,16,0.00624510
mpi-pi++,8,16,0.0114343
cpp11-pi,8,32,0.014677
openMP-pi,8,32,0.014016
mpi-pi,8,32,0.01322002
mpi-pi++,8,32,0.0131396
cpp11-pi,8,64,0.027399
openMP-pi,8,64,0.027166
mpi-pi,8,64,0.02433068
mpi-pi++,8,64,0.0295468
cpp11-pi,8,128,0.052267
openMP-pi,8,128,0.052367
mpi-pi,8,128,0.06011622
mpi-pi++,8,128,0.0562413
cpp11-pi,8,256,0.103269
openMP-pi,8,256,0.104145
mpi-pi,8,256,0.09483598
mpi-pi++,8,256,0.101773
cpp11-pi,8,512,0.194905
openMP-pi,8,512,0.17279
mpi-pi,8,512,0.16337673
mpi-pi++,8,512,0.170187
cpp11-pi,8,1024,0.341979
openMP-pi,8,1024,0.344185
mpi-pi,8,1024,0.32568519
mpi-pi++,8,1024,0.339998
cpp11-pi,8,2048,0.681961
openMP-pi,8,2048,0.685684
mpi-pi,8,2048,0.63539039
mpi-pi++,8,2048,0.679702
cpp11-pi,8,4096,1.36039
openMP-pi,8,4096,1.36982
mpi-pi,8,4096,1.26528221
mpi-pi++,8,4096,1.36046
cpp11-pi,8,8192,2.71757
openMP-pi,8,8192,2.73517
mpi-pi,8,8192,2.52628887
mpi-pi++,8,8192,2.7135
cpp11-pi,8,16384,5.42461
openMP-pi,8,16384,5.46045
mpi-pi,8,16384,5.03797145
mpi-pi++,8,16384,5.43207
cpp11-pi,8,1,0.001191
openMP-pi,8,1,0.001349
mpi-pi,8,1,0.00070461
mpi-pi++,8,1,0.000699697
cpp11-pi,8,2,0.001715
openMP-pi,8,2,0.001941
mpi-pi,8,2,0.00111492
mpi-pi++,8,2,0.000998336
cpp11-pi,8,4,0.003072
openMP-pi,8,4,0.003017
mpi-pi,8,4,0.00235247
mpi-pi++,8,4,0.00262795
cpp11-pi,8,8,0.005088
openMP-pi,8,8,0.005174
mpi-pi,8,8,0.00410250
mpi-pi++,8,8,0.00330584
cpp11-pi,8,16,0.007523
openMP-pi,8,16,0.008184
mpi-pi,8,16,0.00617059
mpi-pi++,8,16,0.00999624
cpp11-pi,8,32,0.013963
openMP-pi,8,32,0.014404
mpi-pi,8,32,0.01363156
mpi-pi++,8,32,0.0183593
cpp11-pi,8,64,0.026374
openMP-pi,8,64,0.02755
mpi-pi,8,64,0.02398240
mpi-pi++,8,64,0.0255646
cpp11-pi,8,128,0.051748
openMP-pi,8,128,0.052631
mpi-pi,8,128,0.04963448
mpi-pi++,8,128,0.0512708
cpp11-pi,8,256,0.103793
openMP-pi,8,256,0.103228
mpi-pi,8,256,0.07952982
mpi-pi++,8,256,0.0850803
cpp11-pi,8,512,0.172374
openMP-pi,8,512,0.173577
mpi-pi,8,512,0.15856584
mpi-pi++,8,512,0.170194
cpp11-pi,8,1024,0.341623
openMP-pi,8,1024,0.343395
mpi-pi,8,1024,0.34080527
mpi-pi++,8,1024,0.34079
cpp11-pi,8,2048,0.680911
openMP-pi,8,2048,0.689345
mpi-pi,8,2048,0.65127772
mpi-pi++,8,2048,0.678733
cpp11-pi,8,4096,1.35979
openMP-pi,8,4096,1.37764
mpi-pi,8,4096,1.32602040
mpi-pi++,8,4096,1.35757
cpp11-pi,8,8192,2.71538
openMP-pi,8,8192,2.7444
mpi-pi,8,8192,2.58878600
mpi-pi++,8,8192,2.71513
cpp11-pi,8,16384,5.43209
openMP-pi,8,16384,5.47995
mpi-pi,8,16384,5.17535587
mpi-pi++,8,16384,5.42993
cpp11-pi,8,1,0.001183
openMP-pi,8,1,0.001063
mpi-pi,8,1,0.00056311
mpi-pi++,8,1,0.000597672
cpp11-pi,8,2,0.00192
openMP-pi,8,2,0.001898
mpi-pi,8,2,0.00096170
mpi-pi++,8,2,0.00133429
cpp11-pi,8,4,0.002888
openMP-pi,8,4,0.004099
mpi-pi,8,4,0.00161082
mpi-pi++,8,4,0.0018315
cpp11-pi,8,8,0.004964
openMP-pi,8,8,0.004784
mpi-pi,8,8,0.00324496
mpi-pi++,8,8,0.00329079
cpp11-pi,8,16,0.007756
openMP-pi,8,16,0.007476
mpi-pi,8,16,0.00617995
mpi-pi++,8,16,0.00666118
cpp11-pi,8,32,0.014009
openMP-pi,8,32,0.013369
mpi-pi,8,32,0.01214584
mpi-pi++,8,32,0.0130134
cpp11-pi,8,64,0.026994
openMP-pi,8,64,0.026889
mpi-pi,8,64,0.02754192
mpi-pi++,8,64,0.0256488
cpp11-pi,8,128,0.052831
openMP-pi,8,128,0.052045
mpi-pi,8,128,0.04834874
mpi-pi++,8,128,0.067316
cpp11-pi,8,256,0.102893
openMP-pi,8,256,0.097376
mpi-pi,8,256,0.08693218
mpi-pi++,8,256,0.0887531
cpp11-pi,8,512,0.17235
openMP-pi,8,512,0.173517
mpi-pi,8,512,0.16469372
mpi-pi++,8,512,0.172899
cpp11-pi,8,1024,0.34131
openMP-pi,8,1024,0.3442
mpi-pi,8,1024,0.31803265
mpi-pi++,8,1024,0.339828
cpp11-pi,8,2048,0.680975
openMP-pi,8,2048,0.685621
mpi-pi,8,2048,0.63399456
mpi-pi++,8,2048,0.67949
cpp11-pi,8,4096,1.35987
openMP-pi,8,4096,1.36973
mpi-pi,8,4096,1.26550631
mpi-pi++,8,4096,1.36291
cpp11-pi,8,8192,2.71815
openMP-pi,8,8192,2.73615
mpi-pi,8,8192,2.52350903
mpi-pi++,8,8192,2.71329
cpp11-pi,8,16384,5.424
openMP-pi,8,16384,5.45962
mpi-pi,8,16384,5.66701867
mpi-pi++,8,16384,5.42657
cpp11-pi,8,1,0.001269
openMP-pi,8,1,0.001998
mpi-pi,8,1,0.00052190
mpi-pi++,8,1,0.000675172
cpp11-pi,8,2,0.001984
openMP-pi,8,2,0.002281
mpi-pi,8,2,0.00090509
mpi-pi++,8,2,0.00101421
cpp11-pi,8,4,0.003391
openMP-pi,8,4,0.003502
mpi-pi,8,4,0.00315538
mpi-pi++,8,4,0.00170259
cpp11-pi,8,8,0.005348
openMP-pi,8,8,0.004817
mpi-pi,8,8,0.00342707
mpi-pi++,8,8,0.00338512
cpp11-pi,8,16,0.008546
openMP-pi,8,16,0.008519
mpi-pi,8,16,0.01096266
mpi-pi++,8,16,0.00653209
cpp11-pi,8,32,0.015089
openMP-pi,8,32,0.014956
mpi-pi,8,32,0.01271234
mpi-pi++,8,32,0.0128624
cpp11-pi,8,64,0.027619
openMP-pi,8,64,0.027599
mpi-pi,8,64,0.04393842
mpi-pi++,8,64,0.0259217
cpp11-pi,8,128,0.052609
openMP-pi,8,128,0.054061
mpi-pi,8,128,0.04780260
mpi-pi++,8,128,0.0512321
cpp11-pi,8,256,0.103974
openMP-pi,8,256,0.100636
mpi-pi,8,256,0.08171988
mpi-pi++,8,256,0.0889933
cpp11-pi,8,512,0.171341
openMP-pi,8,512,0.173695
mpi-pi,8,512,0.16485309
mpi-pi++,8,512,0.169666
cpp11-pi,8,1024,0.342287
openMP-pi,8,1024,0.344297
mpi-pi,8,1024,0.33072384
mpi-pi++,8,1024,0.36007
cpp11-pi,8,2048,0.681947
openMP-pi,8,2048,0.691293
mpi-pi,8,2048,0.65243054
mpi-pi++,8,2048,0.679308
cpp11-pi,8,4096,1.35886
openMP-pi,8,4096,1.37618
mpi-pi,8,4096,1.31147982
mpi-pi++,8,4096,1.35682
cpp11-pi,8,8192,2.72725
openMP-pi,8,8192,2.75078
mpi-pi,8,8192,2.55441484
mpi-pi++,8,8192,2.72968
cpp11-pi,8,16384,5.42906
openMP-pi,8,16384,5.49334
mpi-pi,8,16384,5.19879264
mpi-pi++,8,16384,5.45312
cpp11-pi,4,1,0.001797
openMP-pi,4,1,0.001682
mpi-pi,4,1,0.00084047
mpi-pi++,4,1,0.000934843
cpp11-pi,4,2,0.002745
openMP-pi,4,2,0.002594
mpi-pi,4,2,0.00168319
mpi-pi++,4,2,0.00180567
cpp11-pi,4,4,0.004559
openMP-pi,4,4,0.004662
mpi-pi,4,4,0.00303826
mpi-pi++,4,4,0.00339515
cpp11-pi,4,8,0.007627
openMP-pi,4,8,0.007165
mpi-pi,4,8,0.00685586
mpi-pi++,4,8,0.00930353
cpp11-pi,4,16,0.013894
openMP-pi,4,16,0.013865
mpi-pi,4,16,0.01207139
mpi-pi++,4,16,0.0138428
cpp11-pi,4,32,0.025692
openMP-pi,4,32,0.025843
mpi-pi,4,32,0.02240427
mpi-pi++,4,32,0.0256102
cpp11-pi,4,64,0.051101
openMP-pi,4,64,0.051469
mpi-pi,4,64,0.04761060
mpi-pi++,4,64,0.0510175
cpp11-pi,4,128,0.102093
openMP-pi,4,128,0.090167
mpi-pi,4,128,0.07901091
mpi-pi++,4,128,0.0853502
cpp11-pi,4,256,0.171165
openMP-pi,4,256,0.172558
mpi-pi,4,256,0.15765350
mpi-pi++,4,256,0.173231
cpp11-pi,4,512,0.341373
openMP-pi,4,512,0.343489
mpi-pi,4,512,0.31519563
mpi-pi++,4,512,0.340154
cpp11-pi,4,1024,0.678626
openMP-pi,4,1024,0.684564
mpi-pi,4,1024,0.63062886
mpi-pi++,4,1024,0.67866
cpp11-pi,4,2048,1.35691
openMP-pi,4,2048,1.36716
mpi-pi,4,2048,1.26154474
mpi-pi++,4,2048,1.35721
cpp11-pi,4,4096,2.71403
openMP-pi,4,4096,2.73137
mpi-pi,4,4096,2.51981313
mpi-pi++,4,4096,2.71653
cpp11-pi,4,8192,5.42672
openMP-pi,4,8192,5.4624
mpi-pi,4,8192,5.03630410
mpi-pi++,4,8192,5.42627
cpp11-pi,4,16384,10.8477
openMP-pi,4,16384,10.9213
mpi-pi,4,16384,10.08257550
mpi-pi++,4,16384,10.8521
cpp11-pi,4,1,0.001337
openMP-pi,4,1,0.001194
mpi-pi,4,1,0.00090102
mpi-pi++,4,1,0.000999957
cpp11-pi,4,2,0.002616
openMP-pi,4,2,0.002704
mpi-pi,4,2,0.00290233
mpi-pi++,4,2,0.00169832
cpp11-pi,4,4,0.004398
openMP-pi,4,4,0.003619
mpi-pi,4,4,0.00271690
mpi-pi++,4,4,0.0028852
cpp11-pi,4,8,0.007043
openMP-pi,4,8,0.00603
mpi-pi,4,8,0.00570795
mpi-pi++,4,8,0.00547317
cpp11-pi,4,16,0.01241
openMP-pi,4,16,0.013017
mpi-pi,4,16,0.01026883
mpi-pi++,4,16,0.0108788
cpp11-pi,4,32,0.022859
openMP-pi,4,32,0.023291
mpi-pi,4,32,0.02000775
mpi-pi++,4,32,0.0213192
cpp11-pi,4,64,0.044944
openMP-pi,4,64,0.043927
mpi-pi,4,64,0.03972642
mpi-pi++,4,64,0.0425131
cpp11-pi,4,128,0.086784
openMP-pi,4,128,0.085893
mpi-pi,4,128,0.08171830
mpi-pi++,4,128,0.0850506
cpp11-pi,4,256,0.170945
openMP-pi,4,256,0.171313
mpi-pi,4,256,0.15787066
mpi-pi++,4,256,0.173606
cpp11-pi,4,512,0.340018
openMP-pi,4,512,0.342852
mpi-pi,4,512,0.31699827
mpi-pi++,4,512,0.339782
cpp11-pi,4,1024,0.679212
openMP-pi,4,1024,0.682959
mpi-pi,4,1024,0.64223667
mpi-pi++,4,1024,0.678279
cpp11-pi,4,2048,1.35741
openMP-pi,4,2048,1.36711
mpi-pi,4,2048,1.26315310
mpi-pi++,4,2048,1.35698
cpp11-pi,4,4096,2.71411
openMP-pi,4,4096,2.73099
mpi-pi,4,4096,2.52073842
mpi-pi++,4,4096,2.74085
cpp11-pi,4,8192,5.42703
openMP-pi,4,8192,5.46351
mpi-pi,4,8192,5.03658495
mpi-pi++,4,8192,5.42819
cpp11-pi,4,16384,10.8503
openMP-pi,4,16384,10.9198
mpi-pi,4,16384,10.08035792
mpi-pi++,4,16384,10.8595
cpp11-pi,4,1,0.002089
openMP-pi,4,1,0.001698
mpi-pi,4,1,0.00107898
mpi-pi++,4,1,0.00104373
cpp11-pi,4,2,0.001785
openMP-pi,4,2,0.002469
mpi-pi,4,2,0.00172442
mpi-pi++,4,2,0.00178082
cpp11-pi,4,4,0.004296
openMP-pi,4,4,0.004491
mpi-pi,4,4,0.00323792
mpi-pi++,4,4,0.00332217
cpp11-pi,4,8,0.006409
openMP-pi,4,8,0.008079
mpi-pi,4,8,0.00602773
mpi-pi++,4,8,0.00662211
cpp11-pi,4,16,0.013963
openMP-pi,4,16,0.013409
mpi-pi,4,16,0.01184780
mpi-pi++,4,16,0.0127132
cpp11-pi,4,32,0.026797
openMP-pi,4,32,0.026949
mpi-pi,4,32,0.02443545
mpi-pi++,4,32,0.0257264
cpp11-pi,4,64,0.052079
openMP-pi,4,64,0.052563
mpi-pi,4,64,0.04828691
mpi-pi++,4,64,0.050876
cpp11-pi,4,128,0.10326
openMP-pi,4,128,0.095091
mpi-pi,4,128,0.07920955
mpi-pi++,4,128,0.0850166
cpp11-pi,4,256,0.1718
openMP-pi,4,256,0.17184
mpi-pi,4,256,0.20455702
mpi-pi++,4,256,0.169682
cpp11-pi,4,512,0.340446
openMP-pi,4,512,0.342275
mpi-pi,4,512,0.31531030
mpi-pi++,4,512,0.339531
cpp11-pi,4,1024,0.679229
openMP-pi,4,1024,0.683989
mpi-pi,4,1024,0.63053287
mpi-pi++,4,1024,0.678458
cpp11-pi,4,2048,1.35772
openMP-pi,4,2048,1.36727
mpi-pi,4,2048,1.26175873
mpi-pi++,4,2048,1.35765
cpp11-pi,4,4096,2.7132
openMP-pi,4,4096,3.17254
mpi-pi,4,4096,2.52075593
mpi-pi++,4,4096,2.71417
cpp11-pi,4,8192,5.42586
openMP-pi,4,8192,5.46227
mpi-pi,4,8192,5.03714614
mpi-pi++,4,8192,5.4248
cpp11-pi,4,16384,10.8485
openMP-pi,4,16384,10.9199
mpi-pi,4,16384,10.08639922
mpi-pi++,4,16384,10.8514
cpp11-pi,4,1,0.001155
openMP-pi,4,1,0.001719
mpi-pi,4,1,0.00087681
mpi-pi++,4,1,0.000863289
cpp11-pi,4,2,0.00235
openMP-pi,4,2,0.001973
mpi-pi,4,2,0.00219996
mpi-pi++,4,2,0.00178362
cpp11-pi,4,4,0.003993
openMP-pi,4,4,0.004524
mpi-pi,4,4,0.00266760
mpi-pi++,4,4,0.00277483
cpp11-pi,4,8,0.006746
openMP-pi,4,8,0.006903
mpi-pi,4,8,0.00698517
mpi-pi++,4,8,0.00794157
cpp11-pi,4,16,0.011903
openMP-pi,4,16,0.012493
mpi-pi,4,16,0.01003435
mpi-pi++,4,16,0.0107871
cpp11-pi,4,32,0.022955
openMP-pi,4,32,0.023194
mpi-pi,4,32,0.02223023
mpi-pi++,4,32,0.0213044
cpp11-pi,4,64,0.044764
openMP-pi,4,64,0.044506
mpi-pi,4,64,0.03959081
mpi-pi++,4,64,0.0427276
cpp11-pi,4,128,0.086735
openMP-pi,4,128,0.087726
mpi-pi,4,128,0.08086275
mpi-pi++,4,128,0.0850242
cpp11-pi,4,256,0.170499
openMP-pi,4,256,0.173248
mpi-pi,4,256,0.16015058
mpi-pi++,4,256,0.176179
cpp11-pi,4,512,0.340583
openMP-pi,4,512,0.34302
mpi-pi,4,512,0.31723697
mpi-pi++,4,512,0.33974
cpp11-pi,4,1024,0.680494
openMP-pi,4,1024,0.685846
mpi-pi,4,1024,0.63336554
mpi-pi++,4,1024,0.679554
cpp11-pi,4,2048,1.36053
openMP-pi,4,2048,1.36843
mpi-pi,4,2048,1.26336549
mpi-pi++,4,2048,1.35892
cpp11-pi,4,4096,2.71693
